time (hr),oxidation,excitation,log10-oxidation,log10-excitation,log10-inactivation
7.02928870292887,0.9999978603463329,0.9276604971868059,5.669656517597352,1.1406244804545247,8.519668061105875
7.079497907949791,0.9999980489841528,0.9275966825090215,5.709739203015028,1.140241534147915,8.559750746523552
7.129707112970711,0.9999982209768723,0.9275328764609755,5.749818405953256,1.1398589769309533,8.59982994946178
7.179916317991632,0.9999983777982654,0.9274690790434587,5.789895138547095,1.1394768080779656,8.639906682055619
7.230125523012553,0.9999985207833347,0.9274052902572166,5.829968208938495,1.1390950268650568,8.679979752447018
7.280334728033473,0.9999986511579876,0.927341510102952,5.8700389155274255,1.1387136325701157,8.72005045903595
7.330543933054394,0.9999987700317221,0.9272777385813245,5.910106089303153,1.1383326244728111,8.760117632811678
7.380753138075314,0.9999988784234239,0.9272139756929515,5.9501710694516,1.1379520018545872,8.800182612960125
7.430962343096235,0.9999989772553127,0.9271502214384099,5.990232767800064,1.137571763998667,8.840244311308588
7.481171548117155,0.9999990673733836,0.9270864758182356,6.030292194305553,1.1371919101900465,8.880303737814078
7.531380753138076,0.9999991495445472,0.9270227388329246,6.070348429956148,1.1368124397154913,8.920359973464672
7.581589958158996,0.9999992244680922,0.9269590104829338,6.110400329251882,1.1364333518635352,8.960411872760407
7.631799163179917,0.9999992927787473,0.9268952907686818,6.150444696836491,1.136054645924481,9.000456240345015
7.682008368200837,0.9999993550679763,0.9268315796905496,6.190486057921005,1.1356763211903955,9.040497601429529
7.7322175732217575,0.9999994118583833,0.9267678772488807,6.230518088950448,1.1352983769551046,9.080529632458973
7.782426778242678,0.999999463630379,0.9267041834439818,6.270535827731988,1.134920812514192,9.120547371240512
7.832635983263599,0.9999995108472496,0.9266404982761249,6.310555500173605,1.1345436271650042,9.160567043682128
7.882845188284519,0.9999995538974442,0.926576821745546,6.350565288616899,1.1341668202066346,9.200576832125423
7.93305439330544,0.9999995931458394,0.9265131538524465,6.390561238450694,1.1337903909399296,9.240572781959218
7.98326359832636,0.9999996289493951,0.9264494945969947,6.430566856062494,1.1334143386674882,9.280578399571016
8.03347280334728,0.9999996615983404,0.9263858439793239,6.470567515768905,1.1330386626936444,9.320579059277428
8.083682008368202,0.999999691370231,0.926322201999536,6.51056218626671,1.132663362324483,9.360573729775233
8.133891213389122,0.9999997185298447,0.9262585686577004,6.550567647271136,1.1322884368678268,9.40057919077966
8.184100418410042,0.9999997432985116,0.9261949439538542,6.590571613207493,1.1319138856332305,9.440583156716016
